url,equipo,valor_mercado,liga,ataque,tecnica,velocidad,defensa,creatividad,partidos,valoracion_media
"https://www.sofascore.com/football/player/evans-fabrice-maurin/1117591
",Grasshopper Club Zürich,215K €,Swiss Super League,,,,,,15 Appearances,6.75
"https://www.sofascore.com/football/player/gabriel-jesus/794839
",Arsenal,33M €,Premier League,73,58,58,34,59,16 Appearances,6.96
"https://www.sofascore.com/football/player/himad-abdelli/945830
",Angers,6.4M €,Ligue 1,60,65,51,34,64,32 Appearances,6.98
"https://www.sofascore.com/football/player/anar-ashmandi/1000535
",Maccabi Tel Aviv,,Israeli Premier League,,,,,,,
"https://www.sofascore.com/football/player/tomi-horvat/906698
",SK Sturm Graz,4.7M €,Austrian Bundesliga,61,65,37,35,69,31 Appearances,7.15
"https://www.sofascore.com/football/player/maximilian-philipp/171927
",SC Freiburg,970K €,Bundesliga,,,,,,,
"https://www.sofascore.com/football/player/anthony-rouault/991479
",Stade Rennais,10.8M €,Ligue 1,40,46,69,73,48,18 Appearances,6.94
"https://www.sofascore.com/football/player/wahbi-khazri/51640
",Montpellier,1M €,Ligue 1,60,39,33,20,56,28 Appearances,6.69
"https://www.sofascore.com/football/player/cassiano/157023
",Casa Pia,195K €,Liga Portugal Betclic,66,52,51,33,42,26 Appearances,6.81
"https://www.sofascore.com/football/player/bouchlarhem-theo/1459394
",FC Sion,840K €,Swiss Super League,52,49,35,39,51,34 Appearances,6.80
"https://www.sofascore.com/football/player/guido-burgstaller/23486
",SK Rapid Wien,230K €,Austrian Bundesliga,62,46,50,31,48,22 Appearances,6.94
"https://www.sofascore.com/football/player/jakub-martinec/942761
",FK Jablonec,630K €,Chance Liga,40,42,52,68,40,34 Appearances,7.29
"https://www.sofascore.com/football/player/renato-sanches/318967
",Benfica,3.2M €,Liga Portugal Betclic,,,,,,9 Appearances,6.70
"https://www.sofascore.com/football/player/gidi-samuel/1390457
",MŠK Žilina,1.4M €,Niké Liga,47,49,51,56,48,27 Appearances,7.04
"https://www.sofascore.com/football/player/manuel-de-luca/850971
",Cremonese,1.9M €,Serie B,62,46,48,31,46,37 Appearances,6.90
"https://www.sofascore.com/football/player/reis-matheus/797648
",Sporting,6.4M €,Liga Portugal Betclic,42,47,45,59,49,27 Appearances,6.84
"https://www.sofascore.com/football/player/kristoffer-peterson/366942
",Fortuna Sittard,770K €,Eredivisie,61,53,28,29,57,30 Appearances,6.77
"https://www.sofascore.com/football/player/haitam-aleesami/250319
",Bodø/Glimt,275K €,Eliteserien,36,47,53,68,41,24 Appearances,6.99
"https://www.sofascore.com/football/player/tyron-owusu/1031346
",FC Luzern,1.2M €,Swiss Super League,50,55,42,44,46,32 Appearances,6.77
"https://www.sofascore.com/football/player/kevin-mbabu/227900
",FC Midtjylland,3.7M €,Danish Superliga,45,49,51,62,55,23 Appearances,6.85
"https://www.sofascore.com/football/player/dimitris-chantakias/788883
",PAS Lamia 1964,440K €,Stoiximan Super League,33,43,47,62,35,19 Appearances,6.68
"https://www.sofascore.com/football/player/milan-lazarevic/842080
",FK Partizan,96K €,Mozzart Bet Superliga,,,,,,,
"https://www.sofascore.com/football/player/mikel-oyarzabal/823622
",Real Sociedad,27M €,LaLiga,72,57,54,34,54,35 Appearances,7.03
"https://www.sofascore.com/football/player/gustav-henriksson/946840
",Cracovia,970K €,Ekstraklasa,33,43,56,70,34,15 Appearances,6.88
"https://www.sofascore.com/football/player/sidoine-fogning/2049628
",Boavista,530K €,Liga Portugal Betclic,,,,,,13 Appearances,6.76
"https://www.sofascore.com/football/player/ebiowei-malcolm/1176104
",Crystal Palace,1.2M €,Premier League,,,,,,,
"https://www.sofascore.com/football/player/fran-garcia-solsona/118756
",Anorthosis Famagusta,120K €,Cyprus League by Stoiximan,,,,,,10 Appearances,6.84
"https://www.sofascore.com/football/player/etrit-berisha/35656
",BK Häcken,240K €,Allsvenskan,,,,,,,
"https://www.sofascore.com/football/player/vinicius-junior/868812
",Real Madrid,208M €,LaLiga,85,72,62,25,79,30 Appearances,7.31
"https://www.sofascore.com/football/player/nicky-devlin/790567
",Aberdeen,630K €,Scottish Premiership,39,42,43,60,38,31 Appearances,6.85
"https://www.sofascore.com/football/player/lorenzo-milani/1084492
",Heracles Almelo,220K €,Eredivisie,,,,,,7 Appearances,6.70
"https://www.sofascore.com/football/player/sergio-akieme/827942
",Stade de Reims,7.5M €,Ligue 1,46,51,44,54,52,32 Appearances,6.86
"https://www.sofascore.com/football/player/nicolo-fagioli/901850
",Fiorentina,16.5M €,Serie A,57,61,45,38,66,30 Appearances,6.82
"https://www.sofascore.com/football/player/luca-moro/949780
",Sassuolo,2.1M €,Serie B,62,48,38,25,39,25 Appearances,6.77
"https://www.sofascore.com/football/player/rivaldo/1533897
",SC Farense,195K €,Liga Portugal Betclic,,,,,,,
"https://www.sofascore.com/football/player/charalampos-kattirtzis/1427566
",Omonia Aradippou,,Cyprus League by Stoiximan,,,,,,,
"https://www.sofascore.com/football/player/sven-bouland/1647694
",FC Groningen,145K €,Eredivisie,,,,,,,
"https://www.sofascore.com/football/player/balard-maximilien/1096511
",NAC Breda,1.4M €,Eredivisie,47,51,54,56,51,33 Appearances,6.91
"https://www.sofascore.com/football/player/kees-sims/1383755
",GAIS Göteborg,190K €,Allsvenskan,,,,,,,
"https://www.sofascore.com/football/player/josip-brekalo/357598
",Kasımpaşa,3.5M €,Trendyol Süper Lig,59,64,30,30,61,23 Appearances,7.03
"https://www.sofascore.com/football/player/halit-acun/2040462
",Başakşehir FK,,Trendyol Süper Lig,,,,,,,
"https://www.sofascore.com/football/player/jakob-napoleon-romsaas/1198306
",Tromsø IL,1.6M €,Eliteserien,64,59,50,37,55,25 Appearances,6.94
"https://www.sofascore.com/football/player/lamin-jawo/979024
",FK Jablonec,320K €,Chance Liga,60,51,40,35,41,19 Appearances,7.01
"https://www.sofascore.com/football/player/kirill-andrushko/2111025
",Zorya Luhansk,,Ukrainian Premier League,,,,,,,
"https://www.sofascore.com/football/player/mads-thychosen/823638
",AIK,1.3M €,Allsvenskan,46,50,48,60,51,30 Appearances,7.21
"https://www.sofascore.com/football/player/michal-travnik/152973
",1. FC Slovácko,370K €,Chance Liga,50,51,47,52,53,31 Appearances,7.15
"https://www.sofascore.com/football/player/muric-irsan/1652682
",KVC Westerlo Reserve U21,49K €,Reserve League 1A,,,,,,,
"https://www.sofascore.com/football/player/jakub-holubek/112095
",AS Trenčín,110K €,Niké Liga,40,47,41,60,47,25 Appearances,7.01
"https://www.sofascore.com/football/player/jamal-lewis/891803
",Newcastle United,2.3M €,Premier League,,,,,,,
"https://www.sofascore.com/football/player/sani-suleiman/1894870
",AS Trenčín,215K €,Niké Liga,,,,,,21 Appearances,6.91
"https://www.sofascore.com/football/player/aleksandar-dragovic/37313
",Austria Wien,1.1M €,Austrian Bundesliga,34,48,64,72,43,29 Appearances,7.20
"https://www.sofascore.com/football/player/alessandro-bastoni/826188
",Inter,75M €,Serie A,46,57,66,72,60,33 Appearances,7.16
"https://www.sofascore.com/football/player/jordan-siebatcheu/788786
",Stade de Reims,2.8M €,Ligue 1,62,43,49,21,54,18 Appearances,6.76
"https://www.sofascore.com/football/player/thomas-buitink/856736
",PEC Zwolle,380K €,Eredivisie,,,,,,11 Appearances,6.42
"https://www.sofascore.com/football/player/nagera-kenny/1001864
",RAAL La Louvière,375K €,Challenger Pro League,,,,,,21 Appearances,6.75
"https://www.sofascore.com/football/player/karamanis-athanasios/1005991
",Atromitos Athens,240K €,Stoiximan Super League,,,,,,20 Appearances,6.68
"https://www.sofascore.com/football/player/blondy-nna-noukeu/1007038
",Sunderland,145K €,Championship,,,,,,,
"https://www.sofascore.com/football/player/abdulkadir-omur/826155
",Çaykur Rizespor,4.4M €,Trendyol Süper Lig,48,44,34,39,53,19 Appearances,6.67
"https://www.sofascore.com/football/player/jorthy-mokio/1563462
",AFC Ajax,7.8M €,Eredivisie,45,51,39,49,44,17 Appearances,6.84
"https://www.sofascore.com/football/player/nikolas-panagiotou/949605
",Omonia Nicosia,775K €,Cyprus League by Stoiximan,34,48,52,63,39,25 Appearances,6.89
"https://www.sofascore.com/football/player/jordan-amavi/342915
",Stade Brestois,1.6M €,Ligue 1,,,,,,11 Appearances,6.75
"https://www.sofascore.com/football/player/bogdan-panchyshyn/1648182
",Chornomorets Odesa,,Ukrainian Premier League,,,,,,10 Appearances,7.21
"https://www.sofascore.com/football/player/hernandez-ruben/1173072
",Ethnikos Achnas,145K €,Cyprus League by Stoiximan,,,,,,,
"https://www.sofascore.com/football/player/jesper-lindstrom/947929
",Everton,19.6M €,Premier League,52,35,43,40,61,25 Appearances,6.68
"https://www.sofascore.com/football/player/mees-rijks/1106360
",Vålerenga IF,460K €,Eliteserien,64,52,48,32,35,13 Appearances,6.82
"https://www.sofascore.com/football/player/miguel-cardoso/344009
",Kayserispor,1.8M €,Trendyol Süper Lig,64,58,37,32,69,33 Appearances,7.20
"https://www.sofascore.com/football/player/meschack-elia/862078
",Nantes,4.2M €,Ligue 1,59,50,44,33,51,15 Appearances,6.61
"https://www.sofascore.com/football/player/kazu/1047648
",Gil Vicente,310K €,Liga Portugal Betclic,,,,,,,
"https://www.sofascore.com/football/player/kaan-kairinen/547862
",AC Sparta Praha,6.4M €,Chance Liga,52,55,48,51,56,28 Appearances,6.93
"https://www.sofascore.com/football/player/elias-hoff-melkersen/984722
",Strømsgodset,770K €,Eliteserien,60,44,43,24,45,22 Appearances,6.64
"https://www.sofascore.com/football/player/amine-talal/889593
",Akhmat Grozny,825K €,Russian Premier League,57,56,42,38,57,20 Appearances,6.77
"https://www.sofascore.com/football/player/volkan-babacan/30143
",Başakşehir FK,52K €,Trendyol Süper Lig,,,,,,,
"https://www.sofascore.com/football/player/vladislav-torop/992635
",CSKA Moscow,940K €,Russian Premier League,,,,,,,
"https://www.sofascore.com/football/player/stefan-schwab/48912
",PAOK,635K €,Stoiximan Super League,52,50,52,55,50,28 Appearances,6.99
"https://www.sofascore.com/football/player/quentin-daubin/826605
",Gaziantep FK,380K €,Trendyol Süper Lig,45,47,48,55,42,18 Appearances,6.73
"https://www.sofascore.com/football/player/grabara-kamil/902080
",VfL Wolfsburg,13.6M €,Bundesliga,74,41,64,81,70,29 Appearances,7.08
"https://www.sofascore.com/football/player/soren-tengstedt/987647
",Go Ahead Eagles,880K €,Eredivisie,53,56,38,35,46,11 Appearances,6.63
"https://www.sofascore.com/football/player/joris-chotard/976396
",Montpellier,5.7M €,Ligue 1,51,50,56,49,57,26 Appearances,6.78
"https://www.sofascore.com/football/player/selmin-hodza/1173336
",FC Zürich,92K €,Swiss Super League,,,,,,,
"https://www.sofascore.com/football/player/deniz-turuc/252207
",Başakşehir FK,1.4M €,Trendyol Süper Lig,66,68,45,35,74,34 Appearances,7.17
"https://www.sofascore.com/football/player/wilfried-gnonto/998951
",Leeds United,24M €,Championship,60,58,37,35,58,42 Appearances,7.04
"https://www.sofascore.com/football/player/helgeland-eivind/1134560
",Haugesund,52K €,Eliteserien,,,,,,,
"https://www.sofascore.com/football/player/timothy-chandler/40239
",Eintracht Frankfurt,375K €,Bundesliga,,,,,,,
"https://www.sofascore.com/football/player/boris-babic/547386
",FC Lugano,93K €,Swiss Super League,,,,,,,
"https://www.sofascore.com/football/player/michalis-bakakis/89995
",Panetolikos,165K €,Stoiximan Super League,,,,,,24 Appearances,6.78
"https://www.sofascore.com/football/player/simon-waever/1066120
",Sønderjyske Fodbold,54K €,Danish Superliga,,,,,,,
"https://www.sofascore.com/football/player/issiar-drame/857766
",CF Estrela Amadora,580K €,Liga Portugal Betclic,34,40,55,63,37,21 Appearances,6.75
"https://www.sofascore.com/football/player/dorregaray-diego/893536
",Apollon Limassol,290K €,Cyprus League by Stoiximan,62,52,50,33,36,31 Appearances,6.81
"https://www.sofascore.com/football/player/mats-rots/1387012
",Heracles Almelo,935K €,Eredivisie,,,,,,15 Appearances,6.95
"https://www.sofascore.com/football/player/kevin-kallai/1393050
",Diósgyőri VTK,,NB I,,,,,,,
"https://www.sofascore.com/football/player/santiago-castro/1116577
",Bologna,32M €,Serie A,69,48,49,19,57,36 Appearances,6.91
"https://www.sofascore.com/football/player/bernd-leno/103335
",Fulham,9.2M €,Premier League,65,50,69,90,65,38 Appearances,7.02
"https://www.sofascore.com/football/player/kudela-martin/1129471
",1. FC Slovácko B,160K €,MSFL,,,,,,,
"https://www.sofascore.com/football/player/jakub-urbanec/846247
",FK Teplice,94K €,Chance Liga,,,,,,,
"https://www.sofascore.com/football/player/dogan-alemdar/947874
",Stade Rennais,1.9M €,Ligue 1,,,,,,,
"https://www.sofascore.com/football/player/nicolas-andereggen/824515
",Ethnikos Achnas,535K €,Cyprus League by Stoiximan,60,56,36,23,41,32 Appearances,6.81
"https://www.sofascore.com/football/player/nemanja-mijuskovic/122319
",Wisła Płock,120K €,Betclic 1. Liga,,,,,,20 Appearances,7.10
"https://www.sofascore.com/football/player/bryan-lasme/862011
",Grasshopper Club Zürich,565K €,Swiss Super League,,,,,,,
"https://www.sofascore.com/football/player/przemyslaw-stolc/791865
",MZKS Arka Gdynia,195K €,Betclic 1. Liga,,,,,,16 Appearances,6.82
"https://www.sofascore.com/football/player/viktor-sliacky/1093349
",KFC Komárno,130K €,Niké Liga,,,,,,22 Appearances,6.74
"https://www.sofascore.com/football/player/gideon-akuowua/1517442
",FC Zlín,110K €,FNL,,,,,,,
"https://www.sofascore.com/football/player/denny-samko/1031403
",MFK Karviná,480K €,Chance Liga,52,54,32,35,51,28 Appearances,6.70
"https://www.sofascore.com/football/player/marcus-olsson/35638
",Halmstads BK,97K €,Allsvenskan,36,40,42,55,38,22 Appearances,6.70
"https://www.sofascore.com/football/player/isaac-hayden/190843
",Newcastle United,750K €,Premier League,45,44,49,56,42,16 Appearances,6.73
"https://www.sofascore.com/football/player/alan-cole/2174748
",HamKam,,Eliteserien,,,,,,,
"https://www.sofascore.com/football/player/boubacar-fofana/923799
",FC Winterthur,190K €,Swiss Super League,,,,,,13 Appearances,6.53
"https://www.sofascore.com/football/player/jakub-zeronik/930299
",Dukla Praha,270K €,Chance Liga,52,52,29,33,48,20 Appearances,6.68
"https://www.sofascore.com/football/player/danilo-kalajdzic/1982008
",FK Mladost Lučani U19,,U19 Serbian League,,,,,,,
"https://www.sofascore.com/football/player/marek-zsigmund/892263
",FC Košice,270K €,Niké Liga,43,44,44,52,41,21 Appearances,6.76
"https://www.sofascore.com/football/player/kevin-hoog-jansson/989449
",IFK Norrköping,415K €,Allsvenskan,47,56,51,50,52,10 Appearances,7.11
"https://www.sofascore.com/football/player/anthony-moris/39457
",Royale Union Saint-Gilloise,1.7M €,Pro League,72,50,59,72,61,40 Appearances,7.19
"https://www.sofascore.com/football/player/ognjen-krsmanovic/1398997
",FK Mladost Lučani,830K €,Mozzart Bet Superliga,55,47,42,32,41,26 Appearances,6.82
"https://www.sofascore.com/football/player/dahl-petter-nosakhare/1199192
",KV Mechelen,580K €,Pro League,57,59,56,39,45,22 Appearances,6.79
"https://www.sofascore.com/football/player/uzun-emre/1212159
",Antalyaspor,875K €,Trendyol Süper Lig,,,,,,,
"https://www.sofascore.com/football/player/omar-colley/238408
",PAOK,2.1M €,Stoiximan Super League,36,45,59,71,37,8 Appearances,6.84
"https://www.sofascore.com/football/player/jannik-huth/174341
",SC Freiburg,435K €,Bundesliga,,,,,,,
"https://www.sofascore.com/football/player/janse-dies/1470010
",Jong Ajax,770K €,Eerste Divisie,34,44,48,61,39,20 Appearances,7.00
"https://www.sofascore.com/football/player/nehorai-ifrah/1005607
",Maccabi Haifa,97K €,Israeli Premier League,,,,,,,
"https://www.sofascore.com/football/player/breno/1109500
",Ethnikos Achnas,230K €,Cyprus League by Stoiximan,56,64,39,30,48,30 Appearances,6.91
"https://www.sofascore.com/football/player/nikola-colic/1046041
",FK Javor Ivanjica,185K €,Mozzart Bet Prva Liga,51,67,27,33,50,16 Appearances,6.86
"https://www.sofascore.com/football/player/rafa-silva/252577
",Beşiktaş,10.5M €,Trendyol Süper Lig,67,61,41,32,71,35 Appearances,7.34
"https://www.sofascore.com/football/player/shamil-gadzhiev/1838113
",Dinamo-2 Makhachkala,70K €,"Second League, Division B, Group 1",,,,,,,
"https://www.sofascore.com/football/player/antonin-rusek/841413
",SK Sigma Olomouc,265K €,Chance Liga,,,,,,9 Appearances,6.65
"https://www.sofascore.com/football/player/kai-havertz/836705
",Arsenal,63M €,Premier League,69,52,61,40,58,23 Appearances,7.15
"https://www.sofascore.com/football/player/jefferson-lerma/355796
",Crystal Palace,11M €,Premier League,52,51,58,61,53,33 Appearances,6.89
"https://www.sofascore.com/football/player/gerald-alders/1403075
",FC Twente,270K €,Eredivisie,36,40,39,56,40,23 Appearances,6.81
"https://www.sofascore.com/football/player/tiago-djalo/892735
",FC Porto,8.6M €,Liga Portugal Betclic,,,,,,8 Appearances,6.82
"https://www.sofascore.com/football/player/reghba-ali/954763
",NK Maribor,385K €,PrvaLiga,,,,,,14 Appearances,6.60
"https://www.sofascore.com/football/player/alexandros-salvanos/1885028
",MGS Panserraikos,,Stoiximan Super League,,,,,,,
"https://www.sofascore.com/football/player/yahia-fofana/877977
",Angers,6.2M €,Ligue 1,75,44,64,64,61,33 Appearances,7.24
"https://www.sofascore.com/football/player/boyd-reith/825836
",Sparta Rotterdam,375K €,Eredivisie,,,,,,13 Appearances,6.96
"https://www.sofascore.com/football/player/david-planka/1149245
",MFK Karviná,1.2M €,Chance Liga,50,52,34,39,54,29 Appearances,6.89
"https://www.sofascore.com/football/player/vicente-carlos/1084399
",Deportivo Alavés,10.6M €,LaLiga,66,52,28,29,76,37 Appearances,6.94
"https://www.sofascore.com/football/player/georgios-giannoutsos/862419
",PAS Lamia 1964,240K €,Stoiximan Super League,34,45,45,62,35,28 Appearances,6.82
"https://www.sofascore.com/football/player/nazar-voloshyn/1006066
",Dynamo Kyiv,3.6M €,Ukrainian Premier League,53,56,31,31,48,24 Appearances,6.82
"https://www.sofascore.com/football/player/charles-vanhoutte/928033
",Royale Union Saint-Gilloise,4.9M €,Pro League,55,58,65,71,64,33 Appearances,7.40
"https://www.sofascore.com/football/player/de-amorim-mathias/1511656
",Famalicão,1.4M €,Liga Portugal Betclic,,,,,,24 Appearances,6.88
"https://www.sofascore.com/football/player/kiliann-sildillia/1014222
",SC Freiburg,9.7M €,Bundesliga,48,53,63,70,55,16 Appearances,7.03
"https://www.sofascore.com/football/player/ladislav-almasi/825979
",Zalaegerszegi TE,255K €,NB I,56,45,47,36,42,13 Appearances,6.74
"https://www.sofascore.com/football/player/otar-kakabadze/182023
",Cracovia,1.5M €,Ekstraklasa,49,52,44,53,53,30 Appearances,7.08
"https://www.sofascore.com/football/player/maxi-oyedele/1153355
",Legia Warszawa,4.1M €,Ekstraklasa,46,48,49,58,45,16 Appearances,6.90
"https://www.sofascore.com/football/player/marvin-pieringer/909485
",1. FC Heidenheim,5M €,Bundesliga,71,53,52,26,55,33 Appearances,7.01
"https://www.sofascore.com/football/player/lucas-oliveira/1469059
",CD Nacional,48K €,Liga Portugal Betclic,,,,,,,
"https://www.sofascore.com/football/player/milan-aleksic/1409347
",Sunderland,665K €,Championship,54,53,45,40,53,7 Appearances,6.81
"https://www.sofascore.com/football/player/roman-cerepkai/964166
",FC Košice,280K €,Niké Liga,59,45,42,33,44,13 Appearances,6.85
"https://www.sofascore.com/football/player/jakub-grzejszczak/1890298
",Widzew Łódź,,Ekstraklasa,,,,,,,
"https://www.sofascore.com/football/player/musah-nuhu/948743
",FC St. Gallen 1879,105K €,Swiss Super League,,,,,,,
"https://www.sofascore.com/football/player/zinedine-ould-khaled/989899
",Angers,280K €,Ligue 1,,,,,,10 Appearances,6.47
"https://www.sofascore.com/football/player/tomiyasu-takehiro/804434
",Arsenal,19.4M €,Premier League,,,,,,,
"https://www.sofascore.com/football/player/ferran-jutgla/949962
",Club Brugge KV,8.5M €,Pro League,66,59,51,35,54,36 Appearances,7.06
"https://www.sofascore.com/football/player/israel-salazar/1090194
",Estoril Praia,190K €,Liga Portugal Betclic,,,,,,12 Appearances,6.52
"https://www.sofascore.com/football/player/theo-magnin/1148623
",Servette FC,1.9M €,Swiss Super League,40,43,38,56,41,25 Appearances,6.68
"https://www.sofascore.com/football/player/dino-kojic/1893261
",NK Olimpija Ljubljana,620K €,PrvaLiga,53,55,38,39,40,28 Appearances,6.69
"https://www.sofascore.com/football/player/lazar-selenic/942153
",FK Javor Ivanjica,46K €,Mozzart Bet Prva Liga,,,,,,16 Appearances,6.61
"https://www.sofascore.com/football/player/daan-van-reeuwijk/1892604
",NAC Breda,27K €,Eredivisie,,,,,,,
"https://www.sofascore.com/football/player/zsolt-haraszti/117441
",Paksi FC II,145K €,NB III Nyugat,,,,,,9 Appearances,6.73
"https://www.sofascore.com/football/player/maxim-dekker/1119294
",AZ Alkmaar,1M €,Eredivisie,36,47,50,57,41,13 Appearances,6.67
"https://www.sofascore.com/football/player/konstantinos-gyftomitros/1899845
",PAS Lamia 1964,,Stoiximan Super League,,,,,,,
"https://www.sofascore.com/football/player/jasmin-mesanovic/115286
",Kisvárda FC,280K €,NB II,63,59,50,32,44,29 Appearances,7.18
"https://www.sofascore.com/football/player/stefan-stanisavljevic/1032770
",FK Javor Ivanjica,185K €,Mozzart Bet Prva Liga,60,56,50,28,38,30 Appearances,7.01
"https://www.sofascore.com/football/player/nacho-gil/826946
",NPS Volos,465K €,Stoiximan Super League,53,50,41,40,50,17 Appearances,6.86
"https://www.sofascore.com/football/player/niklas-stark/229544
",SV Werder Bremen,3.6M €,Bundesliga,35,45,75,86,39,26 Appearances,6.96
"https://www.sofascore.com/football/player/joao-correia/804272
",Pafos FC,830K €,Cyprus League by Stoiximan,53,60,35,41,50,30 Appearances,7.11
"https://www.sofascore.com/football/player/jordan-ferri/123229
",Montpellier,1.9M €,Ligue 1,50,49,37,27,60,25 Appearances,6.66
"https://www.sofascore.com/football/player/rodrygo/910536
",Real Madrid,96M €,LaLiga,73,65,57,35,68,30 Appearances,7.33
"https://www.sofascore.com/football/player/morishita-ryoya/1020075
",Legia Warszawa,3.2M €,Ekstraklasa,55,56,38,41,50,31 Appearances,6.98
"https://www.sofascore.com/football/player/gaute-hoberg-vetti/917352
",Bodø/Glimt,195K €,Eliteserien,,,,,,,
"https://www.sofascore.com/football/player/daniel-granli/324339
",IF Elfsborg,265K €,Allsvenskan,,,,,,8 Appearances,6.58
"https://www.sofascore.com/football/player/ylldren-ibrahimaj/876494
",Mladá Boleslav,410K €,Chance Liga,52,52,36,36,53,12 Appearances,6.88
"https://www.sofascore.com/football/player/da-costa-coba-gomes/1392054
",Getafe,3.1M €,LaLiga,,,,,,19 Appearances,6.83
"https://www.sofascore.com/football/player/zlatohlavek-tomas/929901
",Baník Ostrava,375K €,Chance Liga,56,47,40,38,45,28 Appearances,6.84
"https://www.sofascore.com/football/player/barnabas-ruisz/1147991
",ETO Akadémia,180K €,NB III Nyugat,,,,,,,
"https://www.sofascore.com/football/player/jonas-martin/123264
",Stade Brestois,620K €,Ligue 1,50,52,39,40,51,17 Appearances,6.62
"https://www.sofascore.com/football/player/zima-david/963084
",SK Slavia Praha,5M €,Chance Liga,38,44,52,67,43,23 Appearances,7.07
"https://www.sofascore.com/football/player/kingsley-gyamfi/1483275
",Östers IF,190K €,Allsvenskan,,,,,,10 Appearances,6.87
"https://www.sofascore.com/football/player/bielica-daniel/939460
",NAC Breda,1M €,Eredivisie,65,42,53,66,58,32 Appearances,7.16
"https://www.sofascore.com/football/player/joshua-kitolano/913584
",Sparta Rotterdam,2.7M €,Eredivisie,52,53,40,46,54,27 Appearances,6.81
"https://www.sofascore.com/football/player/yaroslav-karaman/1904505
",Polissya-2 Zhytomyr,52K €,Druha Liga,,,,,,13 Appearances,7.32
"https://www.sofascore.com/football/player/gaetan-laborde/149730
",Nice,6.2M €,Ligue 1,76,60,46,27,57,28 Appearances,7.09
"https://www.sofascore.com/football/player/ekeroth-anton/1198996
",HamKam,290K €,Eliteserien,41,51,34,45,45,12 Appearances,6.57
"https://www.sofascore.com/football/player/juan-musso/263651
",Atlético Madrid,3.8M €,LaLiga,,,,,,7 Appearances,7.24
"https://www.sofascore.com/football/player/luca-koleosho/1216282
",Burnley,11.6M €,Championship,57,55,32,34,55,27 Appearances,6.71
"https://www.sofascore.com/football/player/edon-zhegrova/887766
",Lille,24M €,Ligue 1,70,69,33,24,70,12 Appearances,7.08
"https://www.sofascore.com/football/player/severin-ottiger/1127584
",FC Luzern,825K €,Swiss Super League,42,45,43,59,46,30 Appearances,6.77
"https://www.sofascore.com/football/player/lukas-watkowiak/794669
",FC St. Gallen 1879,105K €,Swiss Super League,,,,,,,
"https://www.sofascore.com/football/player/damian-dabrowski/108979
",Zagłębie Lubin,380K €,Ekstraklasa,53,57,54,56,61,31 Appearances,7.36
"https://www.sofascore.com/football/player/nkounkou-niels/941179
",Eintracht Frankfurt,5.4M €,Bundesliga,50,52,51,59,57,12 Appearances,6.74
"https://www.sofascore.com/football/player/evanilson/998490
",Bournemouth,33M €,Premier League,76,56,58,29,54,31 Appearances,7.05
"https://www.sofascore.com/football/player/kevin-mouanga/962404
",FC Lausanne-Sport,985K €,Swiss Super League,36,44,57,72,39,26 Appearances,7.02
"https://www.sofascore.com/football/player/florent-hadergjonaj/354860
",Alanyaspor,1.6M €,Trendyol Süper Lig,49,55,54,62,60,33 Appearances,7.09
"https://www.sofascore.com/football/player/magnus-christensen/842366
",Östers IF,310K €,Allsvenskan,44,49,50,53,44,15 Appearances,6.91
"https://www.sofascore.com/football/player/chris-richards/931844
",Crystal Palace,12.6M €,Premier League,38,39,64,79,38,23 Appearances,7.01
"https://www.sofascore.com/football/player/diego-laxalt/333589
",Dynamo Moscow,2.1M €,Russian Premier League,47,45,37,47,52,15 Appearances,6.68
"https://www.sofascore.com/football/player/andriy-klishchuk/793048
",FC Kryvbas Kryvyi Rih,430K €,Ukrainian Premier League,52,20,16,51,49,24 Appearances,7.04
"https://www.sofascore.com/football/player/hyeok-kyu-kwon/1025895
",Celtic,720K €,Scottish Premiership,46,45,41,48,46,21 Appearances,6.76
"https://www.sofascore.com/football/player/vashchenko-daniil/1490779
",Oleksandria,410K €,Ukrainian Premier League,,,,,,9 Appearances,6.91
"https://www.sofascore.com/football/player/ruslan-dedukh/1648215
",FC Livyi Bereh Kyiv,365K €,Ukrainian Premier League,48,51,37,39,46,26 Appearances,6.83
"https://www.sofascore.com/football/player/george-ganea/811853
",Újpest FC II,165K €,NB III Nyugat,,,,,,,
"https://www.sofascore.com/football/player/alexandre-dias-patricio/1195221
",Servette FC,97K €,Swiss Super League,,,,,,,
"https://www.sofascore.com/football/player/raul-moro/980383
",Real Valladolid,7.2M €,LaLiga,68,72,38,30,73,33 Appearances,6.90
"https://www.sofascore.com/football/player/jan-eicher/1408539
",FC Thun Berner Oberland II U21,,Erste Liga Classic,,,,,,,
"https://www.sofascore.com/football/player/robert-gumny/834986
",FC Augsburg,1.4M €,Bundesliga,,,,,,,
"https://www.sofascore.com/football/player/risto-radunovic/117128
",FCSB,1M €,Romanian Super Liga,42,52,48,66,52,31 Appearances,7.07
"https://www.sofascore.com/football/player/slobodan-rubezic/886345
",FK Novi Pazar,1.5M €,Mozzart Bet Superliga,34,43,52,71,34,20 Appearances,6.96
"https://www.sofascore.com/football/player/grindhaug-almar-gjerd/1486809
",Haugesund,48K €,Eliteserien,,,,,,,
"https://www.sofascore.com/football/player/kane-ibrahim/906045
",Vorskla Poltava,775K €,Ukrainian Premier League,53,63,33,33,48,32 Appearances,7.01
"https://www.sofascore.com/football/player/alessandro-deiola/328109
",Cagliari,1.5M €,Serie A,47,42,49,48,49,29 Appearances,6.74
